cosecha_id,fecha,bloque_id,tallos,grado_calidad,largo_cm
7558,2024-10-08,6,5336,B,73
7559,2024-10-08,7,5562,B,58
7560,2024-10-08,8,7878,A,53
7561,2024-10-08,10,8317,B,50
7562,2024-10-08,11,5529,A,60
7563,2024-10-08,12,13486,B,47
7564,2024-10-08,13,5127,B,52
7565,2024-10-08,14,6203,A,85
7566,2024-10-08,15,7318,B,63
7567,2024-10-08,16,8112,A,73
7568,2024-10-08,17,12040,C,39
7569,2024-10-08,18,4931,A,45
7570,2024-10-09,1,12151,B,62
7571,2024-10-09,2,4016,B,62
7572,2024-10-09,4,12289,B,46
7573,2024-10-09,5,5652,B,38
7574,2024-10-09,6,5059,C,44
7575,2024-10-09,7,4331,B,66
7576,2024-10-09,8,8036,B,61
7577,2024-10-09,10,9051,C,55
7578,2024-10-09,12,11943,A,66
7579,2024-10-09,13,5052,B,56
7580,2024-10-09,14,6849,B,57
7581,2024-10-09,15,7303,B,41
7582,2024-10-09,16,7840,C,44
7583,2024-10-09,17,12057,B,46
7584,2024-10-09,18,5083,B,59
7585,2024-10-10,1,11846,B,81
7586,2024-10-10,2,3646,A,64
7587,2024-10-10,3,17689,A,75
7588,2024-10-10,4,12721,C,63
7589,2024-10-10,5,5623,B,48
7590,2024-10-10,6,5451,A,64
7591,2024-10-10,7,5371,B,58
7592,2024-10-10,8,7831,B,68
7593,2024-10-10,9,10333,C,64
7594,2024-10-10,10,8738,A,48
7595,2024-10-10,12,10794,A,57
7596,2024-10-10,13,5496,A,76
7597,2024-10-10,14,6858,B,45
7598,2024-10-10,15,7570,A,74
7599,2024-10-10,16,8122,A,56
7600,2024-10-10,17,13542,B,59
7601,2024-10-10,18,5255,B,64
7602,2024-10-11,2,3482,A,65
7603,2024-10-11,5,5196,B,48
7604,2024-10-11,6,4505,A,63
7605,2024-10-11,7,5169,B,59
7606,2024-10-11,8,7225,A,58
7607,2024-10-11,9,10035,A,69
7608,2024-10-11,10,8882,B,61
7609,2024-10-11,11,5946,A,53
7610,2024-10-11,12,10895,C,30
7611,2024-10-11,16,9045,A,54
7612,2024-10-11,18,5770,A,58
7613,2024-10-12,1,11030,B,65
7614,2024-10-12,4,13086,B,52
7615,2024-10-12,5,4927,C,43
7616,2024-10-12,6,5178,B,47
7617,2024-10-12,7,4231,B,57
7618,2024-10-12,8,7428,A,73
7619,2024-10-12,10,8096,B,81
7620,2024-10-12,11,5895,B,65
7621,2024-10-12,12,12324,B,46
7622,2024-10-12,13,5175,A,48
7623,2024-10-12,14,6921,A,49
7624,2024-10-12,15,7505,A,47
7625,2024-10-12,16,7878,B,61
7626,2024-10-12,18,5748,B,48
7627,2024-10-13,1,11345,B,60
7628,2024-10-13,3,15865,C,40
7629,2024-10-13,5,4923,B,54
7630,2024-10-13,6,4524,B,64
7631,2024-10-13,7,5967,C,45
7632,2024-10-13,8,7524,B,55
7633,2024-10-13,9,9480,C,58
7634,2024-10-13,10,8683,A,76
7635,2024-10-13,11,5839,A,84
7636,2024-10-13,12,11615,A,75
7637,2024-10-13,13,5720,B,55
7638,2024-10-13,14,6202,B,49
7639,2024-10-13,15,7010,B,60
7640,2024-10-13,16,8719,A,69
7641,2024-10-13,17,13488,A,75
7642,2024-10-13,18,5322,B,70
7643,2024-10-14,1,12613,A,75
7644,2024-10-14,2,3805,A,59
7645,2024-10-14,3,18366,B,84
7646,2024-10-14,4,14132,C,37
7647,2024-10-14,5,5204,C,44
7648,2024-10-14,6,4546,A,61
7649,2024-10-14,7,4879,B,40
7650,2024-10-14,8,7534,B,46
7651,2024-10-14,10,10280,B,61
7652,2024-10-14,11,6119,A,50
7653,2024-10-14,12,11897,A,76
7654,2024-10-14,13,5148,A,48
7655,2024-10-14,14,7030,B,51
7656,2024-10-14,15,7382,A,67
7657,2024-10-14,16,7710,B,61
7658,2024-10-14,18,4625,A,73
7659,2024-10-15,1,12371,C,68
7660,2024-10-15,2,3532,B,45
7661,2024-10-15,4,11874,A,59
7662,2024-10-15,5,5641,C,56
7663,2024-10-15,7,4560,B,63
7664,2024-10-15,8,8067,A,58
7665,2024-10-15,9,8763,B,45
7666,2024-10-15,10,9395,A,67
7667,2024-10-15,12,13537,A,64
7668,2024-10-15,14,5880,B,60
7669,2024-10-15,16,8228,B,56
7670,2024-10-15,17,12816,A,73
7671,2024-10-15,18,6293,C,38
7672,2024-10-16,1,10964,C,30
7673,2024-10-16,2,3503,B,36
7674,2024-10-16,3,18325,A,63
7675,2024-10-16,5,5762,B,61
7676,2024-10-16,6,4615,B,68
7677,2024-10-16,7,4352,A,60
7678,2024-10-16,8,7855,B,59
7679,2024-10-16,9,10345,B,62
7680,2024-10-16,11,5590,A,60
7681,2024-10-16,12,11319,A,67
7682,2024-10-16,13,5291,A,80
7683,2024-10-16,14,6346,B,69
7684,2024-10-16,15,6554,A,45
7685,2024-10-16,17,12505,C,61
7686,2024-10-16,18,5499,B,47
7687,2024-10-17,1,11989,B,45
7688,2024-10-17,2,4462,B,51
7689,2024-10-17,3,16977,B,49
7690,2024-10-17,4,15007,A,51
7691,2024-10-17,6,4772,B,51
7692,2024-10-17,7,4818,A,69
7693,2024-10-17,10,9853,A,76
7694,2024-10-17,12,12048,B,49
7695,2024-10-17,14,6158,A,30
7696,2024-10-17,15,7102,A,67
7697,2024-10-17,16,7689,B,68
7698,2024-10-17,17,13911,B,59
7699,2024-10-17,18,5125,B,56
7700,2024-10-18,2,3639,B,56
7701,2024-10-18,3,14497,B,62
7702,2024-10-18,4,12972,B,50
7703,2024-10-18,5,4869,B,63
7704,2024-10-18,6,4905,A,61
7705,2024-10-18,9,9222,A,56
7706,2024-10-18,10,9762,B,39
7707,2024-10-18,11,6722,C,40
7708,2024-10-18,12,13352,C,55
7709,2024-10-18,13,5496,A,63
7710,2024-10-18,14,6950,B,69
7711,2024-10-18,16,7478,A,61
7712,2024-10-18,17,12304,B,69
7713,2024-10-18,18,5752,B,52
7714,2024-10-19,1,10306,C,37
7715,2024-10-19,2,3340,A,73
7716,2024-10-19,3,16804,A,76
7717,2024-10-19,4,14567,A,58
7718,2024-10-19,5,5479,B,42
7719,2024-10-19,6,5325,A,56
7720,2024-10-19,7,4944,A,48
7721,2024-10-19,8,7518,A,68
7722,2024-10-19,10,8721,A,69
7723,2024-10-19,11,5731,A,53
7724,2024-10-19,13,5426,B,38
7725,2024-10-19,14,6141,B,51
7726,2024-10-19,16,8684,A,63
7727,2024-10-19,17,13058,C,51
7728,2024-10-19,18,5720,B,64
7729,2024-10-20,3,13582,B,50
7730,2024-10-20,4,13127,C,55
7731,2024-10-20,5,5011,A,45
7732,2024-10-20,7,4787,A,72
7733,2024-10-20,8,5177,C,41
7734,2024-10-20,10,9494,B,64
7735,2024-10-20,11,6219,B,62
7736,2024-10-20,12,10449,B,63
7737,2024-10-20,13,5745,B,45
7738,2024-10-20,14,6387,B,53
7739,2024-10-20,15,7789,B,48
7740,2024-10-20,16,9106,A,66
7741,2024-10-20,18,5483,A,80
7742,2024-10-21,1,11264,A,50
7743,2024-10-21,2,3881,B,56
7744,2024-10-21,4,14203,B,53
7745,2024-10-21,5,5142,B,57
7746,2024-10-21,6,4358,A,64
7747,2024-10-21,7,5152,A,67
7748,2024-10-21,11,6241,A,69
7749,2024-10-21,12,12475,C,59
7750,2024-10-21,13,5513,B,69
7751,2024-10-21,14,6669,A,79
7752,2024-10-21,15,6847,A,71
7753,2024-10-21,16,8302,B,38
7754,2024-10-21,17,12014,B,43
7755,2024-10-22,1,12437,B,55
7756,2024-10-22,2,3586,A,63
7757,2024-10-22,4,12667,C,42
7758,2024-10-22,5,5933,A,66
7759,2024-10-22,6,5446,B,56
7760,2024-10-22,7,4752,B,66
7761,2024-10-22,8,7147,C,30
7762,2024-10-22,9,9167,B,45
7763,2024-10-22,10,8641,B,55
7764,2024-10-22,12,10874,B,56
7765,2024-10-22,13,5588,A,78
7766,2024-10-22,14,6689,A,61
7767,2024-10-22,15,6943,B,60
7768,2024-10-22,16,8049,B,54
7769,2024-10-22,18,5108,A,77
7770,2024-10-23,2,3145,B,55
7771,2024-10-23,3,15550,A,82
7772,2024-10-23,5,5719,A,68
7773,2024-10-23,6,4657,B,40
7774,2024-10-23,7,4145,B,85
7775,2024-10-23,8,6991,A,84
7776,2024-10-23,9,10357,B,70
7777,2024-10-23,10,10055,B,44
7778,2024-10-23,11,6749,B,66
7779,2024-10-23,12,13339,A,72
7780,2024-10-23,13,4865,B,61
7781,2024-10-23,14,6864,B,63
7782,2024-10-23,15,6853,A,72
7783,2024-10-23,16,8459,A,63
7784,2024-10-23,17,11867,A,62
7785,2024-10-23,18,5970,A,40
7786,2024-10-24,1,10177,A,55
7787,2024-10-24,5,5432,C,77
7788,2024-10-24,7,4845,A,83
7789,2024-10-24,8,7232,A,55
7790,2024-10-24,9,10698,A,60
7791,2024-10-24,10,8784,A,45
7792,2024-10-24,11,6102,A,57
7793,2024-10-24,12,11201,A,71
7794,2024-10-24,13,5471,A,54
7795,2024-10-24,15,7901,C,40
7796,2024-10-24,16,8392,B,55
7797,2024-10-24,17,13493,A,71
7798,2024-10-24,18,5179,C,63
7799,2024-10-25,1,10345,A,68
7800,2024-10-25,2,3364,A,82
7801,2024-10-25,3,18876,A,53
7802,2024-10-25,4,13954,A,53
7803,2024-10-25,5,4818,B,53
7804,2024-10-25,6,5169,A,67
7805,2024-10-25,7,3975,A,66
7806,2024-10-25,8,7203,A,56
7807,2024-10-25,9,10447,A,66
7808,2024-10-25,10,7636,B,39
7809,2024-10-25,11,5897,B,58
7810,2024-10-25,13,5949,B,64
7811,2024-10-25,14,6195,B,67
7812,2024-10-25,15,6980,C,41
7813,2024-10-25,16,8517,B,55
7814,2024-10-25,17,11315,B,60
7815,2024-10-25,18,5355,A,51
7816,2024-10-26,1,11940,A,55
7817,2024-10-26,2,4087,A,84
7818,2024-10-26,3,15664,B,54
7819,2024-10-26,4,13645,B,56
7820,2024-10-26,5,5455,B,56
7821,2024-10-26,6,5071,C,43
7822,2024-10-26,7,5043,A,65
7823,2024-10-26,8,7836,B,57
7824,2024-10-26,10,8934,A,67
7825,2024-10-26,11,5804,C,65
7826,2024-10-26,12,13398,A,59
7827,2024-10-26,13,4857,C,30
7828,2024-10-26,14,6230,A,77
7829,2024-10-26,16,6665,B,62
7830,2024-10-26,17,12784,B,71
7831,2024-10-26,18,5920,B,64
7832,2024-10-27,1,12141,B,53
7833,2024-10-27,2,3861,A,59
7834,2024-10-27,3,14941,B,52
7835,2024-10-27,4,12758,C,57
7836,2024-10-27,5,5820,C,46
7837,2024-10-27,6,5428,A,61
7838,2024-10-27,7,4520,A,71
7839,2024-10-27,8,6538,A,63
7840,2024-10-27,9,10817,A,61
7841,2024-10-27,10,8923,A,72
7842,2024-10-27,11,6012,A,79
7843,2024-10-27,12,11226,B,54
7844,2024-10-27,13,5880,C,61
7845,2024-10-27,14,6422,C,30
7846,2024-10-27,16,7640,B,63
7847,2024-10-27,17,12817,A,49
7848,2024-10-27,18,6170,C,37
7849,2024-10-28,1,11034,C,42
7850,2024-10-28,2,3427,B,62
7851,2024-10-28,3,18259,B,52
7852,2024-10-28,4,13642,A,52
7853,2024-10-28,5,5203,C,43
7854,2024-10-28,6,5182,B,59
7855,2024-10-28,7,4968,B,51
7856,2024-10-28,8,6826,B,58
7857,2024-10-28,9,10770,B,52
7858,2024-10-28,10,9840,C,32
7859,2024-10-28,11,5917,B,62
7860,2024-10-28,12,12009,B,66
7861,2024-10-28,13,4914,A,45
7862,2024-10-28,14,6537,A,71
7863,2024-10-28,15,7223,B,82
7864,2024-10-28,16,7790,B,64
7865,2024-10-28,17,10846,A,70
7866,2024-10-28,18,6342,C,43
7867,2024-10-29,1,12502,A,70
7868,2024-10-29,2,3918,A,77
7869,2024-10-29,3,18887,C,30
7870,2024-10-29,5,5944,B,61
7871,2024-10-29,6,4647,B,54
7872,2024-10-29,7,5420,A,51
7873,2024-10-29,8,7675,C,56
7874,2024-10-29,10,8989,A,80
7875,2024-10-29,11,6401,B,42
7876,2024-10-29,12,12713,B,45
7877,2024-10-29,13,4790,A,68
7878,2024-10-29,14,6334,A,77
7879,2024-10-29,15,7912,B,47
7880,2024-10-29,16,8456,B,48
7881,2024-10-29,17,12236,B,53
7882,2024-10-29,18,6103,A,64
7883,2024-10-30,1,10313,B,50
7884,2024-10-30,2,3573,A,56
7885,2024-10-30,3,16329,B,57
7886,2024-10-30,4,14042,B,48
7887,2024-10-30,5,5919,C,49
7888,2024-10-30,6,5861,A,81
7889,2024-10-30,7,4532,B,66
7890,2024-10-30,9,10318,B,57
7891,2024-10-30,10,8676,A,58
7892,2024-10-30,11,6336,B,56
7893,2024-10-30,12,12742,B,47
7894,2024-10-30,13,5262,B,32
7895,2024-10-30,14,6419,A,64
7896,2024-10-30,15,8238,B,59
7897,2024-10-30,16,8479,C,41
7898,2024-10-30,17,12942,C,58
7899,2024-10-30,18,5482,B,50
7900,2024-10-31,1,11831,A,45
7901,2024-10-31,2,3796,A,66
7902,2024-10-31,3,17645,A,56
7903,2024-10-31,4,14299,A,76
7904,2024-10-31,5,6078,A,73
7905,2024-10-31,6,5069,C,60
7906,2024-10-31,7,5320,A,48
7907,2024-10-31,8,7853,B,65
7908,2024-10-31,9,10195,B,71
7909,2024-10-31,10,9730,C,61
7910,2024-10-31,11,6420,A,68
7911,2024-10-31,12,12414,C,41
7912,2024-10-31,13,5434,B,50
7913,2024-10-31,14,5631,A,50
7914,2024-10-31,16,8780,B,68
7915,2024-10-31,17,13118,A,67
7916,2024-10-31,18,4934,B,54
7917,2024-11-01,3,18076,B,64
7918,2024-11-01,4,13337,C,48
7919,2024-11-01,5,5495,C,40
7920,2024-11-01,6,4932,A,67
7921,2024-11-01,7,4734,A,65
7922,2024-11-01,8,7000,A,46
7923,2024-11-01,9,10846,A,85
7924,2024-11-01,11,6748,A,69
7925,2024-11-01,12,13191,A,73
7926,2024-11-01,13,5515,A,58
7927,2024-11-01,14,6751,B,44
7928,2024-11-01,15,7256,B,67
7929,2024-11-01,16,8527,B,49
7930,2024-11-01,17,12476,A,86
7931,2024-11-01,18,6261,A,80
7932,2024-11-02,1,11274,A,49
7933,2024-11-02,2,3313,C,54
7934,2024-11-02,4,15414,B,54
7935,2024-11-02,5,5616,C,64
7936,2024-11-02,6,5376,B,61
7937,2024-11-02,8,6885,A,67
7938,2024-11-02,9,11561,B,61
7939,2024-11-02,10,8440,C,74
7940,2024-11-02,11,7044,A,66
7941,2024-11-02,12,11872,B,49
7942,2024-11-02,13,4745,B,49
7943,2024-11-02,14,6502,A,86
7944,2024-11-02,15,7639,B,69
7945,2024-11-02,16,7486,A,48
7946,2024-11-02,18,6245,B,60
7947,2024-11-03,1,11939,A,52
7948,2024-11-03,2,3371,A,72
7949,2024-11-03,4,12767,A,49
7950,2024-11-03,5,5971,B,46
7951,2024-11-03,6,5091,B,55
7952,2024-11-03,7,4761,A,48
7953,2024-11-03,8,7167,A,64
7954,2024-11-03,9,9255,A,49
7955,2024-11-03,10,9809,C,60
7956,2024-11-03,11,6191,B,52
7957,2024-11-03,12,11638,B,63
7958,2024-11-03,13,5319,A,53
7959,2024-11-03,14,6923,B,47
7960,2024-11-03,15,6518,C,45
7961,2024-11-03,16,9322,A,47
7962,2024-11-03,17,12572,A,69
7963,2024-11-03,18,5325,B,69
7964,2024-11-04,1,11075,A,61
7965,2024-11-04,2,3847,B,49
7966,2024-11-04,3,17931,A,58
7967,2024-11-04,4,14643,C,49
7968,2024-11-04,5,5556,A,48
7969,2024-11-04,6,5150,C,58
7970,2024-11-04,7,4574,B,58
7971,2024-11-04,8,7613,B,51
7972,2024-11-04,9,10883,A,49
7973,2024-11-04,11,6669,B,42
7974,2024-11-04,12,11657,B,56
7975,2024-11-04,13,4858,A,69
7976,2024-11-04,15,6813,B,59
7977,2024-11-04,16,9205,A,72
7978,2024-11-04,18,6043,A,49
7979,2024-11-05,1,11528,B,54
7980,2024-11-05,2,3459,A,56
7981,2024-11-05,4,15426,B,58
7982,2024-11-05,5,5149,B,64
7983,2024-11-05,7,5174,A,74
7984,2024-11-05,8,8358,A,68
7985,2024-11-05,9,9950,C,70
7986,2024-11-05,10,8981,A,73
7987,2024-11-05,11,5958,A,65
7988,2024-11-05,12,12813,A,90
7989,2024-11-05,13,4528,C,58
7990,2024-11-05,14,5518,B,63
7991,2024-11-05,15,6915,B,34
7992,2024-11-05,16,7514,A,61
7993,2024-11-05,17,12938,B,60
7994,2024-11-05,18,5478,C,42
7995,2024-11-06,1,12852,A,86
7996,2024-11-06,3,17059,B,60
7997,2024-11-06,4,14635,B,57
7998,2024-11-06,5,5172,B,50
7999,2024-11-06,6,4881,A,71
8000,2024-11-06,7,4733,C,59
8001,2024-11-06,8,6246,B,56
8002,2024-11-06,9,9915,A,46
8003,2024-11-06,10,9107,B,74
8004,2024-11-06,11,6711,C,43
8005,2024-11-06,12,12340,C,63
8006,2024-11-06,14,6225,A,83
8007,2024-11-06,15,8568,A,68
8008,2024-11-06,16,8577,A,62
8009,2024-11-06,17,13624,B,57
8010,2024-11-07,1,11345,A,57
8011,2024-11-07,2,3282,A,82
8012,2024-11-07,3,15175,A,36
8013,2024-11-07,4,13865,A,52
8014,2024-11-07,6,4864,A,81
8015,2024-11-07,8,7338,A,55
8016,2024-11-07,10,8210,C,50
8017,2024-11-07,11,6651,A,66
8018,2024-11-07,12,12269,B,36
8019,2024-11-07,13,4831,A,69
8020,2024-11-07,14,6306,A,54
8021,2024-11-07,15,6794,C,54
8022,2024-11-07,18,5396,C,40
8023,2024-11-08,1,12689,A,65
8024,2024-11-08,3,18919,A,71
8025,2024-11-08,4,13497,C,55
8026,2024-11-08,5,4810,B,48
8027,2024-11-08,6,5038,B,61
8028,2024-11-08,7,4717,B,62
8029,2024-11-08,8,6674,B,55
8030,2024-11-08,9,9791,B,62
8031,2024-11-08,10,8600,B,56
8032,2024-11-08,11,6625,B,66
8033,2024-11-08,12,12753,A,72
8034,2024-11-08,13,5354,B,61
8035,2024-11-08,14,6790,B,39
8036,2024-11-08,15,6785,C,44
8037,2024-11-08,16,8448,B,57
8038,2024-11-08,17,12189,C,56
8039,2024-11-08,18,6519,A,50
8040,2024-11-09,1,10819,B,35
8041,2024-11-09,2,4140,B,60
8042,2024-11-09,3,15631,A,66
8043,2024-11-09,4,15261,A,49
8044,2024-11-09,5,5303,A,79
8045,2024-11-09,6,5419,C,47
8046,2024-11-09,7,4886,B,64
8047,2024-11-09,8,6483,C,30
8048,2024-11-09,10,8982,A,51
8049,2024-11-09,11,6176,B,52
8050,2024-11-09,12,10023,A,53
8051,2024-11-09,13,5614,C,62
8052,2024-11-09,14,5348,A,58
8053,2024-11-09,15,6659,B,62
8054,2024-11-09,16,9059,A,70
8055,2024-11-09,17,12004,A,74
8056,2024-11-10,1,12398,A,48
8057,2024-11-10,2,3250,B,64
8058,2024-11-10,3,15886,B,47
8059,2024-11-10,4,12489,B,63
8060,2024-11-10,5,5835,B,51
8061,2024-11-10,6,4389,B,53
8062,2024-11-10,7,5431,C,54
8063,2024-11-10,8,8048,A,52
8064,2024-11-10,9,9647,C,39
8065,2024-11-10,10,8839,A,69
8066,2024-11-10,11,5802,C,57
8067,2024-11-10,12,12287,C,56
8068,2024-11-10,13,4534,B,47
8069,2024-11-10,14,6430,C,40
8070,2024-11-10,15,7591,A,54
8071,2024-11-10,16,9779,B,44
8072,2024-11-10,17,12346,B,42
8073,2024-11-10,18,6437,A,57
8074,2024-11-11,1,13266,A,45
8075,2024-11-11,2,3561,B,63
8076,2024-11-11,3,16771,A,66
8077,2024-11-11,5,4424,A,59
8078,2024-11-11,6,4206,A,44
8079,2024-11-11,7,4145,B,62
8080,2024-11-11,8,7795,A,67
8081,2024-11-11,9,9139,A,54
8082,2024-11-11,10,9893,A,62
8083,2024-11-11,12,12200,B,50
8084,2024-11-11,13,5285,C,30
8085,2024-11-11,14,6672,A,90
8086,2024-11-11,15,7349,A,73
8087,2024-11-11,16,8857,B,45
8088,2024-11-11,18,5419,B,62
8089,2024-11-12,3,18354,A,59
8090,2024-11-12,4,13645,C,48
8091,2024-11-12,6,4757,A,67
8092,2024-11-12,7,4913,A,45
8093,2024-11-12,8,7739,A,58
8094,2024-11-12,10,9135,A,71
8095,2024-11-12,11,6110,B,51
8096,2024-11-12,12,13591,B,60
8097,2024-11-12,14,6070,A,66
8098,2024-11-12,15,7898,B,47
8099,2024-11-12,16,8552,C,44
8100,2024-11-12,17,13264,B,48
8101,2024-11-12,18,5810,A,65
8102,2024-11-13,2,3531,B,52
8103,2024-11-13,3,17439,B,46
8104,2024-11-13,4,15488,B,63
8105,2024-11-13,5,5846,B,61
8106,2024-11-13,6,4339,B,51
8107,2024-11-13,7,5149,B,48
8108,2024-11-13,8,8020,B,43
8109,2024-11-13,9,9693,B,51
8110,2024-11-13,10,9593,A,71
8111,2024-11-13,12,10524,C,60
8112,2024-11-13,13,5399,B,46
8113,2024-11-13,14,6447,A,67
8114,2024-11-13,15,7656,A,85
8115,2024-11-13,16,8128,C,63
8116,2024-11-13,17,11535,B,68
8117,2024-11-13,18,5192,C,44
8118,2024-11-14,1,12443,A,70
8119,2024-11-14,2,3683,A,67
8120,2024-11-14,3,16866,B,34
8121,2024-11-14,4,14521,B,59
8122,2024-11-14,6,4821,C,30
8123,2024-11-14,7,4980,A,50
8124,2024-11-14,8,7183,B,70
8125,2024-11-14,9,10097,A,69
8126,2024-11-14,10,8986,C,37
8127,2024-11-14,11,5978,C,58
8128,2024-11-14,13,4884,B,51
8129,2024-11-14,14,6088,A,67
8130,2024-11-14,15,6464,A,68
8131,2024-11-14,16,8477,B,64
8132,2024-11-14,17,12074,B,48
8133,2024-11-14,18,6008,A,47
8134,2024-11-15,1,11701,B,62
8135,2024-11-15,3,16929,C,62
8136,2024-11-15,4,13002,B,66
8137,2024-11-15,5,5597,C,56
8138,2024-11-15,6,5192,B,88
8139,2024-11-15,7,5418,B,64
8140,2024-11-15,8,7211,B,54
8141,2024-11-15,9,8725,A,73
8142,2024-11-15,10,9738,A,74
8143,2024-11-15,11,6515,C,59
8144,2024-11-15,12,12062,B,52
8145,2024-11-15,13,4708,B,48
8146,2024-11-15,14,6035,B,50
8147,2024-11-15,15,6797,A,73
8148,2024-11-15,17,13061,B,65
8149,2024-11-15,18,6033,C,32
8150,2024-11-16,1,12247,B,55
8151,2024-11-16,3,16381,A,48
8152,2024-11-16,4,13743,B,66
8153,2024-11-16,5,5365,C,63
8154,2024-11-16,6,4635,B,51
8155,2024-11-16,7,4875,B,60
8156,2024-11-16,8,8776,C,43
8157,2024-11-16,9,8860,A,61
8158,2024-11-16,11,6544,A,74
8159,2024-11-16,12,12459,B,59
8160,2024-11-16,13,5469,C,59
8161,2024-11-16,14,6200,B,56
8162,2024-11-16,15,8060,A,46
8163,2024-11-16,16,8325,A,55
8164,2024-11-16,17,11763,A,46
8165,2024-11-17,1,11319,B,50
8166,2024-11-17,2,3501,C,31
8167,2024-11-17,3,17053,A,71
8168,2024-11-17,4,13400,C,60
8169,2024-11-17,5,5892,A,48
8170,2024-11-17,6,4421,B,51
8171,2024-11-17,7,4832,B,56
8172,2024-11-17,8,7323,A,84
8173,2024-11-17,9,10309,B,51
8174,2024-11-17,10,8989,A,54
8175,2024-11-17,11,5991,B,49
8176,2024-11-17,12,13598,C,30
8177,2024-11-17,13,4899,A,69
8178,2024-11-17,14,6045,A,59
8179,2024-11-17,15,7148,B,79
8180,2024-11-17,16,7763,A,73
8181,2024-11-17,17,11947,A,70
8182,2024-11-17,18,5845,A,67
8183,2024-11-18,1,11976,B,71
8184,2024-11-18,2,3834,A,51
8185,2024-11-18,4,13293,B,58
8186,2024-11-18,5,5786,A,71
8187,2024-11-18,6,5019,C,78
8188,2024-11-18,7,5136,A,66
8189,2024-11-18,9,9380,A,77
8190,2024-11-18,10,8969,A,62
8191,2024-11-18,11,6776,A,71
8192,2024-11-18,12,12528,B,41
8193,2024-11-18,13,5010,B,71
8194,2024-11-18,14,6760,B,81
8195,2024-11-18,15,7956,B,43
8196,2024-11-19,1,11746,A,83
8197,2024-11-19,2,3892,A,46
8198,2024-11-19,3,15937,B,50
8199,2024-11-19,5,4763,A,72
8200,2024-11-19,6,5335,C,44
8201,2024-11-19,7,4943,A,63
8202,2024-11-19,8,7474,A,69
8203,2024-11-19,9,10880,A,51
8204,2024-11-19,10,8293,B,57
8205,2024-11-19,11,4704,A,44
8206,2024-11-19,12,12374,A,78
8207,2024-11-19,13,4227,A,68
8208,2024-11-19,14,6032,C,44
8209,2024-11-19,15,7179,C,55
8210,2024-11-19,16,8698,B,62
8211,2024-11-19,17,12061,C,51
8212,2024-11-19,18,5416,B,60
8213,2024-11-20,1,13005,B,60
8214,2024-11-20,2,4290,B,60
8215,2024-11-20,3,16639,B,80
8216,2024-11-20,4,12546,B,49
8217,2024-11-20,5,5616,A,65
8218,2024-11-20,6,4314,A,72
8219,2024-11-20,7,4751,C,55
8220,2024-11-20,8,6365,B,49
8221,2024-11-20,9,10200,C,44
8222,2024-11-20,10,9343,A,65
8223,2024-11-20,11,5530,C,42
8224,2024-11-20,12,12222,B,62
8225,2024-11-20,13,5529,B,47
8226,2024-11-20,14,5946,C,49
8227,2024-11-20,15,6704,A,74
8228,2024-11-20,17,13652,A,65
8229,2024-11-20,18,5872,A,74
8230,2024-11-21,1,12136,B,69
8231,2024-11-21,2,3719,B,34
8232,2024-11-21,3,14821,A,65
8233,2024-11-21,4,15907,B,57
8234,2024-11-21,5,5276,B,59
8235,2024-11-21,7,5106,B,46
8236,2024-11-21,9,10505,A,66
8237,2024-11-21,10,8950,B,54
8238,2024-11-21,12,11526,B,52
8239,2024-11-21,13,5478,B,59
8240,2024-11-21,14,7315,A,54
8241,2024-11-21,15,7090,A,64
8242,2024-11-21,16,7923,A,71
8243,2024-11-21,17,13957,A,69
8244,2024-11-22,1,12215,A,62
8245,2024-11-22,2,3647,B,33
8246,2024-11-22,4,15027,C,43
8247,2024-11-22,5,5400,C,30
8248,2024-11-22,6,5317,C,42
8249,2024-11-22,7,4648,B,48
8250,2024-11-22,8,7124,A,47
8251,2024-11-22,9,11150,C,63
8252,2024-11-22,10,8618,B,64
8253,2024-11-22,12,11963,A,38
8254,2024-11-22,13,5142,B,77
8255,2024-11-22,14,6902,B,50
8256,2024-11-22,15,6703,C,43
8257,2024-11-22,16,9041,A,66
8258,2024-11-22,17,11939,A,47
8259,2024-11-22,18,5680,A,59
8260,2024-11-23,1,11502,A,67
8261,2024-11-23,2,3609,A,84
8262,2024-11-23,3,16057,A,52
8263,2024-11-23,4,15323,B,51
8264,2024-11-23,5,5052,A,63
8265,2024-11-23,6,5372,A,78
8266,2024-11-23,7,4664,C,40
8267,2024-11-23,8,8101,C,43
8268,2024-11-23,9,9771,C,51
8269,2024-11-23,10,9774,B,59
8270,2024-11-23,11,6295,B,42
8271,2024-11-23,12,11304,A,57
8272,2024-11-23,13,4512,C,39
8273,2024-11-23,14,5455,B,40
8274,2024-11-23,15,6937,B,72
8275,2024-11-23,16,8073,B,41
8276,2024-11-23,17,11780,A,46
8277,2024-11-23,18,5707,B,51
8278,2024-11-24,1,11430,B,44
8279,2024-11-24,2,3454,B,65
8280,2024-11-24,3,18617,C,41
8281,2024-11-24,4,13571,B,71
8282,2024-11-24,5,6114,A,53
8283,2024-11-24,6,5478,C,69
8284,2024-11-24,7,4697,B,60
8285,2024-11-24,8,7941,A,64
8286,2024-11-24,10,8081,B,53
8287,2024-11-24,11,6272,B,81
8288,2024-11-24,12,11947,B,70
8289,2024-11-24,13,5637,A,74
8290,2024-11-24,14,6017,C,30
8291,2024-11-24,15,7383,B,62
8292,2024-11-24,16,8265,C,55
